;1;2;3;4;5;6;10;;
1;0;168.482;208.189;180.79;200.557;165.009;161.564;;1084.591
2;168.482;0;142.614;132.053;164.936;166.516;186.485;;961.086
3;208.189;142.614;0;138.418;227.231;205.477;202.463;;1124.392
4;180.79;132.053;138.418;0;179.953;168.512;169.572;;969.298
5;200.557;164.936;227.231;179.953;0;219.335;178.192;;1170.204
6;165.009;166.516;205.477;168.512;219.335;0;179.821;;1104.67
10;161.564;186.485;202.463;169.572;178.192;179.821;0;;1078.097
;;;;;;;;;
;;;;;;;;;209.118
