..\datos\GKD-b_10_n25_m7.txt;33.8371;571;
..\datos\GKD-b_11_n50_m5.txt;6.25305;968;
..\datos\GKD-b_12_n50_m5.txt;18.3455;928;
..\datos\GKD-b_13_n50_m5.txt;13.3648;890;
..\datos\GKD-b_14_n50_m5.txt;16.1433;925;
..\datos\GKD-b_15_n50_m5.txt;14.67;926;
..\datos\GKD-b_16_n50_m15.txt;93.9379;1426;
..\datos\GKD-b_17_n50_m15.txt;73.2704;1411;
..\datos\GKD-b_18_n50_m15.txt;110.543;1364;
..\datos\GKD-b_19_n50_m15.txt;135.823;1387;
..\datos\GKD-b_1_n25_m2.txt;0;286;
..\datos\GKD-b_20_n50_m15.txt;60.9222;1399;
..\datos\GKD-b_21_n100_m10.txt;30.3071;2216;
..\datos\GKD-b_22_n100_m10.txt;33.9237;2211;
..\datos\GKD-b_23_n100_m10.txt;45.0164;2189;
..\datos\GKD-b_24_n100_m10.txt;30.49;2207;
..\datos\GKD-b_25_n100_m10.txt;45.9161;2288;
..\datos\GKD-b_26_n100_m30.txt;268.336;3141;
..\datos\GKD-b_27_n100_m30.txt;149.234;3151;
..\datos\GKD-b_28_n100_m30.txt;253.267;3037;
..\datos\GKD-b_29_n100_m30.txt;247.016;3066;
..\datos\GKD-b_2_n25_m2.txt;0;285;
..\datos\GKD-b_30_n100_m30.txt;197.374;3003;
..\datos\GKD-b_31_n125_m12.txt;67.3144;2759;
..\datos\GKD-b_32_n125_m12.txt;42.2086;2769;
..\datos\GKD-b_33_n125_m12.txt;60.4688;2781;
..\datos\GKD-b_34_n125_m12.txt;54.5632;2696;
..\datos\GKD-b_35_n125_m12.txt;48.3932;2766;
..\datos\GKD-b_36_n125_m37.txt;345.583;3892;
..\datos\GKD-b_37_n125_m37.txt;272.591;3789;
..\datos\GKD-b_38_n125_m37.txt;375.64;3733;
..\datos\GKD-b_39_n125_m37.txt;324.125;3691;
..\datos\GKD-b_3_n25_m2.txt;0;282;
..\datos\GKD-b_40_n125_m37.txt;372.458;3753;
..\datos\GKD-b_41_n150_m15.txt;46.0935;3368;
..\datos\GKD-b_42_n150_m15.txt;83.3123;3264;
..\datos\GKD-b_43_n150_m15.txt;58.9802;3279;
..\datos\GKD-b_44_n150_m15.txt;70.0253;3340;
..\datos\GKD-b_45_n150_m15.txt;55.9032;3333;
..\datos\GKD-b_46_n150_m45.txt;303.761;4660;
..\datos\GKD-b_47_n150_m45.txt;388.667;4442;
..\datos\GKD-b_48_n150_m45.txt;422.78;4698;
..\datos\GKD-b_49_n150_m45.txt;527.801;4648;
..\datos\GKD-b_4_n25_m2.txt;0;285;
..\datos\GKD-b_50_n150_m45.txt;403.065;4714;
..\datos\GKD-b_5_n25_m2.txt;0;283;
..\datos\GKD-b_6_n25_m7.txt;15.2852;546;
..\datos\GKD-b_7_n25_m7.txt;41.8503;538;
..\datos\GKD-b_8_n25_m7.txt;38.0121;537;
..\datos\GKD-b_9_n25_m7.txt;26.3008;537;
